Admit ID,RFP % Present,RFP Last Status,RFP Last Internal Rating,RFP Last TRACK Score,RFP Tech Ability,RFP Learnability,Last Graduation,RFP Communicability,RFP Avg TRACK Score,TechCategory,Year,Practice Head
CIC062022-12401,91.53,Need More Help,Improvement needed,3.92,1.557142857,1.487142857,BCA CS,0.7942857143,3.84,FullStack_DeepTech,2021.0,Sunil
CIC072022-12434,91.53,Need Less Help,Meets expectations,4.04,1.716666667,1.53,B.E. / B.TECH Non IT,0.78,4.03,FullStack_DeepTech,2018.0,Sunil
CIC062022-12312,98.55,Need Less Help,Improvement needed,3.4,1.4125,1.386666667,MCA,0.8,3.6,StdTech,2016.0,Gunjan
CIC062022-12330,98.55,Need Less Help,Improvement needed,3.67,1.519166667,1.56,MCA,0.85,3.93,FullStack_DeepTech,2021.0,Gunjan
CIC072022-12417,97.1,Need No Help,Meets expectations,4.16,1.682727273,1.623636364,B.E. / B.TECH Non IT,0.8527272727,4.16,FullStack_DeepTech,2021.0,Gunjan
CIC062022-12245,100.0,Need No Help,Meets expectations,4.1,1.688181818,1.58,B.E. / B.TECH Non IT,0.7863636364,4.05,FullStack_DeepTech,2020.0,Gunjan
CIC062022-12244,100.0,Need Less Help,Improvement needed,3.68,1.579090909,1.509090909,B.E. / B.TECH Non IT,0.7436363636,3.83,FullStack_DeepTech,2020.0,Gunjan
CIC062022-12243,100.0,Need Less Help,Improvement needed,4.04,1.613636364,1.595454545,B.E. / B.TECH Non IT,0.7281818182,3.94,FullStack_DeepTech,2019.0,Gunjan
CIC072022-12427,91.3,Need Less Help,Improvement needed,3.61,1.473636364,1.476363636,B.E. / B.TECH IT,0.7227272727,3.67,AdvTech_1_2,2020.0,Gunjan
CIC072022-12483,100.0,Need Less Help,Improvement needed,3.8,1.574166667,1.579166667,B.E. / B.TECH CS,0.86,4.01,AdvTech_1_2,2019.0,Gunjan
CIC072022-12498,97.1,Need Less Help,Improvement needed,3.61,1.464375,1.434166667,MCA,0.7575,3.66,AdvTech_1_2,2021.0,Gunjan
CIC072022-12441,100.0,Need Less Help,Improvement needed,4.27,1.632857143,1.524285714,B.E. / B.TECH,0.7453571429,3.9,FullStack_DeepTech,2020.0,Nagendra
CIC072022-12426,98.11,Need Less Help,Meets expectations,4.04,1.597142857,1.665714286,B.E. / B.TECH IT,0.8028571429,4.07,FullStack_DeepTech,2021.0,Gunjan
CIC052022-12149,96.23,Need More Help,Improvement needed,3.74,1.427142857,1.434285714,B.E. / B.TECH IT,0.7257142857,3.59,AdvTech_1_2,2020.0,Gunjan
CIC062022-12300,100.0,Need More Help,Improvement needed,3.66,1.405714286,1.477142857,B.E. / B.TECH,0.7771428571,3.66,FullStack_DeepTech,2021.0,Gunjan
CIC072022-12443,100.0,Need Less Help,Meets expectations,4.04,1.58,1.6375,B.E. / B.TECH IT,0.7975,4.02,FullStack_DeepTech,2020.0,Gunjan
CIC072022-12493,96.23,Need Less Help,Meets expectations,3.98,1.52,1.55,B.E. / B.TECH Non IT,0.7525,3.82,FullStack_DeepTech,2019.0,Gunjan
CIC072022-12460,98.11,Need More Help,Improvement needed,3.68,1.43,1.5125,B.E. / B.TECH Non IT,0.745,3.69,FullStack_DeepTech,2018.0,Gunjan
CIC072022-12451,92.16,Need No Help,Meets expectations,3.91,1.486666667,1.536666667,B.E. / B.TECH CS,0.81,3.83,FullStack_DeepTech,2022.0,Ashish
CIC062022-12383,80.39,Need Less Help,Meets expectations,3.85,1.48375,1.473333333,B.E. / B.TECH,0.78,3.74,AdvTech_1_2,2022.0,Ashish
CIC062022-12377,78.43,Need More Help,Improvement needed,3.66,1.267916667,1.378333333,B.E. / B.TECH CS,0.79,3.44,FullStack_DeepTech,2022.0,Ashish
CIC072022-12490,70.0,Need More Help,Improvement needed,3.54,1.226,1.46,B.E. / B.TECH,0.666,3.35,BasicTech,2020.0,Ashish
CIC072022-12487,85.0,Need More Help,Improvement needed,3.72,1.286,1.528,BSc,0.676,3.49,AdvTech_1_2,2018.0,Ashish
CIC072022-12431,94.12,Need Less Help,Meets expectations,3.51,1.24375,1.405,B.E. / B.TECH,0.97,3.62,BasicTech,2019.0,Sunil
CIC072022-12495,78.33,Need More Help,Improvement needed,3.18,1.168,1.614,B.E. / B.TECH,0.528,3.31,BasicTech,2022.0,Ashish
CIC072022-12458,92.16,Need Less Help,Meets expectations,3.86,1.373333333,1.471666667,B.E. / B.TECH Non IT,0.7683333333,3.61,FullStack_DeepTech,2021.0,Ashish
CIC062022-12341,66.67,Need More Help,Improvement needed,3.5,1.136,1.454,B.E. / B.TECH,0.552,3.14,BasicTech,2022.0,Ashish
CIC072022-12447,95.92,Need More Help,Improvement needed,3.43,1.48,1.445,B.E. / B.TECH,0.745,3.67,AdvTech_1_2,2019.0,Sunil
CIC072022-12418,97.5,Need More Help,Meets expectations,3.19,1.2,1.22,BSc,0.7,3.12,BasicTech,2020.0,Sunil
CIC072022-12428,87.5,Need Less Help,Meets expectations,3.79,1.4,1.43,B.E. / B.TECH,0.93,3.75,FullStack_DeepTech,2021.0,Sunil
CIC072022-12440,97.5,Need Less Help,Meets expectations,3.72,1.4,1.36,B.E. / B.TECH,0.93,3.69,FullStack_DeepTech,2021.0,Sunil
CIC072022-12558,100.0,Need Less Help,Meets expectations,4.34,1.7,1.753333333,B.E. / B.TECH,0.8666666667,4.32,FullStack_DeepTech,2022.0,Ashish
